Nombre,Código,Departamento,Provincia,Municipio,Asiento,Zona,Longitud,Latitud
Escuela Industrial Superior Pedro Domingo Murillo,2-0729-00101,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Achachicala,-68.151419,-16.475664
U. E. Luis Ernest CBN A,2-0729-00102,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Achachicala,-68.151791,-16.466595
U. E. Litoral A,2-0729-00103,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Achachicala,-68.150682,-16.473311
Sede Social Plan Autopista,2-0729-00104,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Plan Autopista,-68.14625,-16.45818
U. E. 10 de Junio,2-0729-00105,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Limanipata,-68.144196,-16.441999
U. E. Abraham Lincoln,2-0729-00201,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa 18 de Mayo,-68.146633,-16.478443
U. E. John Fitzgerald Kennedy,2-0729-00202,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Achachicala,-68.151428,-16.476801
U. E. Nicolás Fernandez Naranjo,2-0729-00204,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Vino Tinto,-68.140427,-16.4834
U. E. Sergio Suarez Figueroa,2-0729-00205,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa de La Cruz,-68.13206,-16.48701
U. E. Americana,2-0729-00302,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Zona Norte,-68.13226,-16.493193
U.E. Natalia Palacios,2-0729-00303,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Agua de La Vida,-68.131437,-16.494292
U. E. San Simón de Ayacucho A,2-0729-00304,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Central,-68.134283,-16.494289
U. E. Nuestra Señora de La Paz II,2-0729-00305,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Zona Norte,-68.135282,-16.49128
U. E. Santa Ana II,2-0729-00308,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Central,-68.131499,-16.496721
U.E. Hugo Dávila A,2-0729-00401,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Miraflores,-68.119356,-16.499304
Dirección Departamental de Educación La Paz,2-0729-00402,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Santa Barbara,-68.12583,-16.49939
U.E. Miguel de Cervantes Saavedra,2-0729-00403,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Miraflores,-68.122732,-16.492314
U.E. República de Panamá,2-0729-00404,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Miraflores,-68.124861,-16.494739
E.S.F.M.E.F.D. Antonio José de Sucre,2-0729-00405,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Miraflores Sur,-68.1189,-16.504159
U.E. Felipe Segundo Guzman,2-0729-00407,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Miraflores Sur,-68.121074,-16.505905
U.E. Emeterio Villamil de Rada,2-0729-00408,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Miraflores Sur,-68.122817,-16.503005
U.E. Alfredo Vargas B,2-0729-00504,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Miraflores Alto,-68.124898,-16.482856
Instituto Tecnológico Ayacucho,2-0729-00505,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Miraflores,-68.121565,-16.485419
U.E.  Adolfo  Costa Du Rels,2-0729-00506,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Cupilupaca,-68.129746,-16.482757
U.E.  Pablo Iturri Jurado B,2-0729-00601,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Chuquiaguillo,-68.102714,-16.459642
Complejo Deportivo Camiri,2-0729-00602,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Barrio Petrolero,-68.117219,-16.478695
U.E.  Simón Rodriguez Carreño,2-0729-00603,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Fátima,-68.1213,-16.4755
U. E. Ave María Fundación Manos Abiertas Virgen de la Natividad,2-0729-00604,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Fátima,-68.117442,-16.474378
U.E.  La Merced B,2-0729-00607,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,La Merced,-68.118793,-16.466006
U.E.  Irene Nava de Castillo B,2-0729-00608,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa El Carmen,-68.113229,-16.467836
U.E. Copacabana C,2-0729-00701,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Copacabana,-68.116452,-16.491357
U.E. Cristiano Vida Nueva,2-0729-00702,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Copacabana,-68.11804,-16.489076
U.E.  Cristo Rey,2-0729-00703,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Copacabana,-68.11716,-16.49006
U.E.  Genoveva Ríos,2-0729-00801,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Antonio,-68.107881,-16.501395
U.E. Gral. José de San Martin,2-0729-00802,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Antonio,-68.116041,-16.497949
Sede Junta Vecinal San Antonio,2-0729-00805,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Antonio,-68.115386,-16.50085
U.E. San Antonio Fe y Alegría,2-0729-00807,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Antonio,-68.1117,-16.4992
U.E. Caracas A,2-0729-00808,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Escobar Uría,-68.109412,-16.491917
U.E. Topater,2-0729-00901,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pampahasi,-68.104054,-16.491818
U.E. Don Bosco de Pampahasi A,2-0729-00902,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pampahasi,-68.101907,-16.50016
U.E. Jerusalem,2-0729-00903,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pampahasi,-68.10326,-16.501848
U.E. Delia Gambarte de Quezada A,2-0729-00904,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pampahasi,-68.102079,-16.505603
U.E. Niño Jesús Ciudad Del Niño,2-0729-00905,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Ciudad del Niño,-68.096384,-16.493177
U.E. 13 de Junio,2-0729-00906,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Chinchaya,-68.083548,-16.484499
U.E. Mcal. Antonio Jose De Sucre A,2-0729-00907,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Chicani,-68.078701,-16.486822
U.E. Pedro Poveda A,2-0729-01002,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Armonía,-68.112666,-16.510382
Escuela Superior de Formación de Maestros Simón Bolívar,2-0729-01004,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Alto Obrajes,-68.113265,-16.51845
Polifuncional San Isidro,2-0729-01006,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Isidro,-68.106619,-16.513032
U.E. Sergio Mauricio Villegas  A,2-0729-01007,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Kupini,-68.099097,-16.511791
U.E. Villa Callapa,2-0729-01009,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Callapa,-68.091034,-16.501126
U.E. 6 de Junio,2-0729-01010,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Alto Obrajes,-68.10541,-16.522918
U. E. Fuerzas Armadas De La Nación,2-0729-01101,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Bolognia,-68.090012,-16.521405
U.E. Rose Marie Galindo de Barrientos,2-0729-01102,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Irpavi,-68.087265,-16.525247
U.E. Victor Paz Estensoro,2-0729-01103,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Alto Irpavi,-68.084302,-16.515875
U.E. Domingo Savio A,2-0729-01104,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Calacoto,-68.084649,-16.539961
U.E. Franco Boliviano,2-0729-01201,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Meseta Achumani,-68.077059,-16.533036
U.E. Achumani,2-0729-01202,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Alto Achumani,-68.057025,-16.51334
U.E. Santa Rosa La Florida A,2-0729-01203,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,La Florida,-68.091434,-16.545988
U.E. René Barrientos Ortuño,2-0729-01204,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Calacoto,-68.077927,-16.538583
U.E. Rvdo. Padre Walter Strub A,2-0729-01301,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Cota Cota,-68.063761,-16.542392
U. E. Los Pinos,2-0729-01303,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Los Pinos,-68.07632,-16.54179
U.E. Loretto,2-0729-01304,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Miguel,-68.078541,-16.545498
U.E. Joaquin Herrman de Villa Apaña,2-0729-01401,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Apaña,-68.02591,-16.54834
U.E. Santa Rosa De Lima B,2-0729-01402,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Ovejuyo,-68.038099,-16.536837
U.E. Bethesda,2-0729-01403,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Los Rosales,-68.047219,-16.543952
U.E. Chasquipampa A,2-0729-01405,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Chasquipampa,-68.045343,-16.537806
Iglesia del Nazareno Boliviano,2-0729-01501,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Aranjuez,-68.09364,-16.55968
U.E. Jupapina,2-0729-01512,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Jupapina,-68.0744,-16.58935
U.E. Juan Herschel A,2-0729-01602,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Obrajes,-68.105943,-16.527229
U.E. Francisco de Miranda B,2-0729-01604,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Bella Vista,-68.093972,-16.531029
U.E. Juan Pablo II,2-0729-01605,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Alto Seguencoma,-68.099506,-16.538364
U.E. San Ignacio,2-0729-01606,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Seguencoma Bajo,-68.097233,-16.536333
U.E. Bolivia IV,2-0729-01701,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Sopocachi,-68.130976,-16.5111
U.E. Nazario Pardo Valle,2-0729-01704,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Sopocachi Bajo,-68.1248,-16.5159
U.E. Gregorio Reynolds,2-0729-01707,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Sopocachi,-68.132367,-16.516544
U.E. Amor de Dios,2-0729-01708,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Jorge,-68.119605,-16.514729
Facultad de Tecnologia (U.M.S.A),2-0729-01709,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Jorge,-68.127131,-16.507827
U.E. República del Perú,2-0729-01710,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Sopocachi,-68.128732,-16.506714
U.E. San José I,2-0729-01801,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Bajo Llojeta,-68.12814,-16.52707
U.E. Hugo Chavez Frías,2-0729-01802,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Llojeta,-68.13081,-16.53269
U.E. José Santos Vargas I,2-0729-01803,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Inca Llojeta,-68.141948,-16.532663
U.E. San Miguel de Alpacoma,2-0729-01804,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Alpacoma,-68.136114,-16.538588
U.E. República Dominicana,2-0729-01901,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Tacagua,-68.143593,-16.511445
U.E. Luis Espinal Camps Nro 1,2-0729-01902,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pasankeri,-68.145525,-16.522985
U.E. Jaime Zenobio Escalante,2-0729-01905,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Tacagua,-68.148314,-16.511445
U.E. Alto Tembladerani,2-0729-01906,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Juan de Cotahuma,-68.14673,-16.51458
U.E. Ignacio Calderón Fe y Alegría I,2-0729-02001,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Bello Horizonte,-68.14151,-16.510748
U.E. Puerto Rico,2-0729-02003,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Tembladerani,-68.13953,-16.512624
U. E.  Raúl Salmon De La Barra,2-0729-02004,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Las Lomas,-68.139627,-16.522693
U. E. Pantaleon Dalence,2-0729-02005,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Bello Horizonte,-68.142183,-16.510411
U.E. Las Nieves,2-0729-02006,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Tacagua,-68.14326,-16.51199
U.E. Alcides Arguedas Fiscal,2-0729-02103,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Pedro Alto,-68.141358,-16.502672
U.E. La Paz B,2-0729-02108,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Central,-68.131966,-16.501256
U.E. Amerinst,2-0729-02109,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Sopocachi,-68.131387,-16.505664
Complejo Deportivo San Luis,2-0729-02110,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Sopocachi Alto,-68.135919,-16.511687
(Cárcel) Recinto Penitenciario San Pedro de La Paz,2-0729-02111,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Pedro,-68.13491,-16.50283
U.E. Bautista Canadiense,2-0729-02112,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Pedro,-68.133786,-16.503536
U.E. Gualberto Villarroel,2-0729-02204,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,El Rosario,-68.14124,-16.496129
U.E. Mcal. Andrés de Santa Cruz,2-0729-02205,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,El Rosario,-68.138059,-16.495671
U.E. San Francisco de la Tercera Orden,2-0729-02206,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,El Rosario,-68.138053,-16.496993
U.E. José de San Martín,2-0729-02207,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Gran Poder,-68.14119,-16.49969
U.E. Maria Auxiliadora I,2-0729-02208,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Belén,-68.13763,-16.50292
U.E. Eduardo Abaroa III,2-0729-02302,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,14 de Septiembre,-68.144561,-16.496543
U.E. Gral. Jose Manuel Pando,2-0729-02305,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Los Andes,-68.1497,-16.499661
U.E. Libertad Nro 1,2-0729-02306,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Obispo Indaburo,-68.149588,-16.500702
U.E. Sagrado Corazón de Jesús,2-0729-02401,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Chijini,-68.15323,-16.507021
U.E. República de Canada,2-0729-02404,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Nuevo Potosí,-68.14336,-16.50653
U.E.  Daniel Sanchez Bustamante II,2-0729-02405,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Nuevo Potosí,-68.147019,-16.503685
U.E. Brig.  My. Remberto Tapia,2-0729-02406,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Nuevo Potosí,-68.14641,-16.50409
U. E. República de Italia,2-0729-02501,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Mariscal Santa Cruz,-68.161424,-16.493842
U. E. Club de Leones Nro. 2,2-0729-02502,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Mariscal Santa Cruz,-68.159503,-16.494321
U.E. Holanda,2-0729-02504,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Callampaya,-68.151067,-16.498079
U. E. Cnl. Max Toledo,2-0729-02601,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Callampaya,-68.153084,-16.49433
U. E. Copacabana Fe y Alegría,2-0729-02701,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,La Portada,-68.164548,-16.489392
U. E. Abraham Reyes Fe y Alegría,2-0729-02702,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,La Portada,-68.164994,-16.488888
Sede Social de Cusicancha,2-0729-02703,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Alto Munaypata,-68.164962,-16.484036
U.E. Manuel Bernal Mariaca,2-0729-02801,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Victoria,-68.15286,-16.48993
U. E. Franz Tamayo Nro. 3,2-0729-02803,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Victoria,-68.15231,-16.49047
U. E. Marien Garten A,2-0729-02804,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Munaypata,-68.160328,-16.490778
U. E. Heriberto Guillen Pinto,2-0729-02805,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Munaypata,-68.155801,-16.487073
U. E. Germán Busch A,2-0729-02901,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Sebastian,-68.14012,-16.4923
U. E. República de Francia B,2-0729-02902,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Challapampa,-68.144732,-16.484745
U. E. República Federativa del Brasil,2-0729-02903,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Challapampa,-68.14114,-16.49013
U. E. San Javier de Fe y Alegría,2-0729-02904,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pura Pura,-68.151061,-16.487198
U. E.  Fabril 18 de Mayo,2-0729-02905,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pura Pura,-68.146057,-16.492351
Sede Social Pura Pura,2-0729-02906,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pura Pura,-68.15314,-16.47277
U. E. Eloy Álvarez Plata,2-0729-02907,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pura Pura,-68.148092,-16.483868
U. E. Gil Tapia Rada,2-0729-03001,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,C. Ferroviaria,-68.150408,-16.457971
U. E. Bolivia I,2-0729-03002,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Caja Ferroviaria,-68.14944,-16.451849
U. E. 20 de Octubre I,2-0729-03003,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Alto Pura Pura,-68.16086,-16.46114
U. E. Lucio Velasco Flores,2-0729-03004,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Alto Pura Pura,-68.158299,-16.460806
Sede Social Caja Ferroviaria,2-0729-03005,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Caja Ferroviaria,-68.149761,-16.447054
U.E. Valle Hermoso,2-0729-03007,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Valle Hermoso,-68.107822,-16.488354
U.E. Americano Obrajes,2-0729-03015,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Obrajes,-68.105577,-16.526691
U. E. República de China,2-0729-03017,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Pabon,-68.127841,-16.494614
U.E. Carlos Medinacelli,2-0729-03020,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Tembladerani,-68.14066,-16.51231
(Cárcel) C.O.F. Miraflores,2-0729-03024,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Miraflores,-68.11906,-16.50092
U. E. Carlos Salinas Aramayo,2-0729-03025,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Santa Barbara,-68.130122,-16.497432
(Cárcel) Centro de Orientación Femenina Obrajes,2-0729-03029,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Obrajes,-68.109965,-16.527021
U.E. República Arabe de Egipto,2-0729-03030,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,El Rosario,-68.1409,-16.4971
U.E. Adventista Bello Horizonte,2-0729-03031,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Bello Horizonte,-68.142416,-16.509492
U.E. 24 de Junio A,2-0729-03034,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pampahasi,-68.103816,-16.494797
Unidad Educativa Mallasa,2-0729-25030,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Mallasa,-68.08762,-16.57032
Centro de Capacitacion Inti Paxsi,2-0729-25031,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Mallasilla,-68.099657,-16.565214
U. E. Antonio Diaz Villamil A,2-0729-25034,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Zona Norte,-68.134365,-16.491133
U.E. Elodia de Lijeron,2-0729-25035,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Copacabana,-68.11736,-16.495219
U.E. Cristo Rey San Luis Fe y Alegría,2-0729-25036,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Sopocachi Alto,-68.134747,-16.513647
U.E.  Agustín Aspiazu,2-0729-25037,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Sopocachi,-68.129522,-16.507597
U.E. Saint Peter's,2-0729-25038,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Pedro,-68.13634,-16.50428
U.E. Simón Bolivar Nro 1,2-0729-25039,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Pedro,-68.13287,-16.50506
U. E. Luis Alberto Pabon B,2-0729-25044,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Zona Norte,-68.134048,-16.491199
U. E. Flora Perez de Saavedra,2-0729-25045,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Vino Tinto,-68.144686,-16.48357
U.E.  Nuestra Señora de Fátima,2-0729-25046,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Fátima,-68.121318,-16.476167
U.E. Naciones Unidas,2-0729-25048,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Miraflores,-68.11861,-16.499245
U. E. República de Cuba,2-0729-25051,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Pedro,-68.135621,-16.502849
U.E. República del  Ecuador,2-0729-25052,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Sopocachi,-68.126742,-16.508646
U.E. El Pedregal,2-0729-25054,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pedregal,-68.055025,-16.54814
U.E. Filadelfia,2-0729-25055,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Huacataqui,-68.161042,-16.500156
U.E. Rosario,2-0729-25056,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Bajo Llojeta,-68.118086,-16.526732
U.E. Gran Bretaña A,2-0729-25337,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Alto Obrajes,-68.108851,-16.519704
U.E. My. Waldo Ballivián,2-0729-25342,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Armonía,-68.1098,-16.5089
U.E. San Andrés A,2-0729-25343,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Cota Cota,-68.070381,-16.537586
U.E. Dora Schmidt A,2-0729-25480,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Miraflores Sur,-68.122318,-16.502889
Sede Social Litoral,2-0729-25594,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Villa Litoral,-68.107941,-16.506315
U.E. Alto Pasankeri Sur,2-0729-25595,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pasankeri,-68.145351,-16.526018
U.E. Santa Rosa Grande,2-0729-25596,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Santa Rosa,-68.127444,-16.481767
U.E. Ricardo José Bustamante A,2-0729-25597,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Barrio Gráfico,-68.119739,-16.483507
U.E. Jach'a Uru,2-0729-25598,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Casegural,-68.036722,-16.53307
U.E. Boliviano del Sur,2-0729-25728,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Chasquipampa,-68.054178,-16.540477
U.E. Julio Cesar Patiño,2-0729-25729,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Calacoto,-68.077911,-16.538119
U.E. Pantini,2-0729-25730,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,Pantini,-68.037814,-16.492391
U.E. Bicentenario La Paz,2-0729-25775,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,San Juan Lazareto,-68.127695,-16.488186
